plant_id,plant_type,country,capacity_mw,generation_mwh,co2_emissions_tons,energy_price_eur_mwh,date
258,Gas,Netherlands,267.53,3183.0,65.77,21.95,2024-07-07
251,Solar,France,68.56,4093.94,344.1,45.41,2023-09-23
207,Hydro,Germany,498.69,1677.59,627.73,56.64,2024-08-13
287,Hydro,Germany,387.1,4294.98,1287.03,177.49,2023-01-09
400,Hydro,Spain,203.31,1789.99,1948.17,42.14,2024-10-19
197,Gas,Spain,287.13,1050.13,323.32,98.9,2024-09-25
230,Hydro,Spain,311.26,3713.6,198.33,127.71,2023-09-13
392,Solar,France,480.58,1707.43,1849.81,64.17,2024-07-25
270,Hydro,France,385.35,4769.33,993.88,69.86,2023-06-07
282,Solar,Spain,178.09,4032.11,1224.38,152.75,2024-02-18
463,Gas,Germany,488.96,1191.06,41.26,165.16,2023-06-17
138,Wind,Italy,154.39,4933.34,653.0,147.01,2023-11-10
114,Coal,Spain,290.59,1850.26,1009.92,191.33,2024-02-13
475,Hydro,Germany,351.83,2811.66,519.31,71.37,2023-08-12
103,Coal,Germany,139.21,413.99,1611.1,199.95,2024-03-05
448,Wind,Netherlands,478.4,256.02,1213.51,30.86,2024-06-28
496,Gas,Italy,111.97,1513.19,1910.68,69.17,2024-01-15
309,Gas,Spain,223.68,111.02,1394.7,112.55,2024-08-02
260,Wind,Italy,94.04,1424.23,307.33,82.5,2023-12-07
115,Coal,Spain,438.12,2635.24,1045.08,44.93,2023-12-10
207,Hydro,Italy,114.69,3469.93,308.48,160.09,2023-06-18
481,Solar,Italy,22.2,1293.99,1721.76,67.17,2024-12-05
410,Gas,Germany,24.28,2066.42,661.26,134.56,2024-08-26
326,Wind,Italy,209.81,1945.37,874.77,146.72,2024-12-07
269,Coal,Italy,263.77,1671.51,1742.17,43.08,2023-05-11
133,Hydro,Spain,25.61,1973.53,529.2,29.35,2024-07-05
350,Coal,Germany,50.97,2466.03,919.72,195.38,2024-10-08
346,Hydro,Italy,53.24,1032.58,1569.95,161.42,2024-12-12
368,Solar,Germany,335.91,2349.75,132.32,88.45,2024-08-20
240,Solar,Germany,153.41,1339.31,555.14,150.3,2023-08-09
373,Wind,France,283.47,364.76,221.18,153.9,2023-09-24
195,Wind,Spain,41.48,1107.16,1490.12,161.14,2024-11-14
326,Hydro,France,446.6,4673.58,293.63,166.43,2024-09-25
478,Hydro,Germany,155.69,2550.97,1917.59,103.65,2023-12-09
138,Hydro,Italy,390.21,4913.76,760.96,82.66,2024-10-05
401,Hydro,Spain,414.22,1164.79,1058.31,88.1,2023-01-26
128,Solar,Netherlands,494.01,1495.59,445.14,102.51,2023-02-19
417,Wind,Spain,371.81,3220.14,1686.94,76.01,2024-11-10
344,Wind,France,224.19,1808.97,477.88,55.4,2024-01-26
335,Gas,Spain,80.55,1837.92,960.12,156.04,2024-08-12
284,Wind,Italy,28.7,4227.38,1931.68,178.84,2024-01-06
371,Wind,Spain,443.7,194.53,945.3,177.69,2024-08-20
335,Coal,Netherlands,226.1,3347.64,1007.19,73.85,2023-03-23
338,Coal,France,376.23,4407.58,1726.71,43.23,2024-08-25
476,Gas,France,250.68,912.58,1784.2,103.58,2024-11-06
365,Hydro,Germany,440.43,2047.26,1410.24,59.8,2024-07-10
458,Gas,France,376.08,4055.2,45.39,102.65,2024-06-29
439,Gas,Netherlands,47.3,2698.59,1447.65,124.05,2024-03-26
488,Solar,Netherlands,377.31,1820.63,1493.16,168.15,2023-12-19
164,Wind,France,137.07,3148.31,710.44,162.69,2024-11-02
276,Solar,Spain,387.66,1657.34,1274.71,23.16,2023-04-09
102,Wind,Netherlands,474.51,3150.23,540.77,33.95,2024-07-01
241,Gas,France,465.42,767.9,652.25,195.0,2024-01-07
475,Wind,France,66.88,1165.76,716.01,76.82,2024-02-24
257,Hydro,Spain,32.06,122.69,1738.86,178.45,2024-03-15
423,Hydro,France,389.61,963.22,1858.49,56.68,2024-11-18
245,Gas,Italy,356.43,697.08,1444.0,173.85,2024-09-01
392,Coal,Germany,92.21,3010.58,373.83,31.6,2024-03-17
252,Hydro,Netherlands,343.86,4724.68,1403.24,47.64,2023-12-30
292,Gas,Spain,12.67,1116.06,511.37,165.92,2024-04-23
172,Solar,Spain,317.43,690.1,285.27,178.07,2024-11-30
498,Coal,Germany,416.99,2699.66,1020.96,109.75,2023-04-22
404,Hydro,Italy,322.71,946.33,1805.48,54.71,2023-05-02
476,Gas,Germany,37.37,2731.11,739.3,148.96,2024-03-29
443,Gas,France,495.53,2547.05,1285.05,41.07,2024-10-06
239,Solar,Spain,181.27,146.08,1500.0,140.01,2024-12-24
286,Solar,France,193.34,4823.5,1695.63,133.45,2023-01-18
392,Coal,Spain,46.95,1046.97,83.39,104.65,2024-03-21
160,Hydro,Spain,87.72,4479.44,1008.97,131.37,2023-08-14
479,Gas,France,139.23,1946.24,1794.99,140.7,2023-01-27
297,Coal,Germany,400.61,833.96,586.79,122.4,2024-02-01
394,Coal,Netherlands,347.42,578.58,148.71,36.09,2023-07-18
418,Solar,Netherlands,293.91,2577.87,743.08,32.31,2023-08-29
401,Gas,Germany,432.63,1841.15,1430.87,197.56,2024-07-15
443,Wind,Italy,498.91,4591.66,1953.63,167.42,2024-08-02
110,Solar,Germany,195.46,1047.14,1126.61,88.64,2023-12-11
161,Gas,Germany,198.66,3632.04,1861.68,157.27,2024-04-26
432,Coal,Germany,369.36,969.67,1870.66,20.0,2024-03-15
325,Coal,Netherlands,323.95,4364.95,1629.89,109.54,2024-05-03
252,Hydro,Spain,11.63,2576.76,889.92,20.12,2023-09-11
298,Wind,Italy,329.44,4164.45,1460.73,102.56,2023-02-01
151,Solar,Italy,361.21,2215.68,1838.18,152.63,2024-08-28
359,Hydro,Italy,493.04,917.49,1702.73,117.1,2023-07-23
158,Hydro,France,295.45,2719.69,1127.9,76.69,2024-06-23
171,Wind,Germany,343.79,1399.12,1764.87,160.61,2024-10-03
247,Solar,Spain,395.43,963.87,1681.05,156.16,2023-02-05
448,Solar,Spain,52.5,4523.72,258.09,165.92,2023-07-24
162,Coal,France,368.65,2779.63,564.42,127.01,2023-03-13
409,Solar,Netherlands,275.7,4011.55,1682.0,152.31,2024-05-29
472,Hydro,France,54.54,3891.05,1529.92,168.35,2024-09-19
342,Coal,France,336.59,55.32,767.04,93.06,2023-07-12
465,Solar,Germany,121.08,4435.07,1055.49,107.19,2023-01-19
429,Wind,Netherlands,271.26,3878.15,1971.19,132.84,2023-04-22
206,Hydro,France,144.08,1380.3,767.0,107.53,2023-09-28
325,Gas,Spain,56.75,1185.21,444.18,39.91,2023-08-24
412,Wind,Germany,129.18,331.29,1357.12,199.04,2024-03-19
317,Wind,Netherlands,222.21,507.87,349.86,179.79,2024-11-12
340,Solar,Spain,249.59,1013.13,199.93,167.83,2024-04-17
358,Coal,Italy,78.5,67.21,1758.39,183.11,2024-03-21
475,Coal,Germany,163.88,1613.36,1758.33,64.88,2024-11-10
361,Hydro,Spain,430.4,4615.05,1536.96,162.08,2024-11-13
104,Solar,France,455.64,2798.45,34.86,68.78,2023-12-03
360,Coal,France,269.92,2923.98,414.35,179.49,2024-07-30
153,Gas,Germany,247.73,1222.19,1584.65,49.39,2023-01-25
146,Solar,Netherlands,292.8,1164.35,1613.88,188.38,2023-12-05
314,Solar,France,111.21,1868.16,969.84,101.56,2024-07-31
276,Coal,Spain,496.82,1347.74,1676.16,77.58,2023-12-11
108,Wind,Italy,373.91,4299.1,1708.76,184.78,2023-07-27
198,Solar,Netherlands,123.18,928.48,1628.92,166.79,2024-11-16
119,Wind,Germany,139.71,3390.58,1514.39,148.56,2023-03-24
477,Hydro,France,325.96,2473.61,1647.02,108.89,2024-01-19
340,Hydro,Netherlands,164.81,3402.32,232.68,77.85,2024-02-25
160,Coal,Italy,180.88,4181.75,1039.14,47.65,2023-10-21
478,Hydro,Netherlands,391.57,1739.76,876.91,194.57,2024-03-11
277,Coal,Netherlands,137.13,2726.61,111.87,103.67,2023-06-17
437,Coal,Germany,354.09,2519.54,1979.87,174.92,2024-06-29
161,Wind,Italy,467.77,1897.57,1067.33,107.14,2023-06-18
244,Wind,Italy,66.45,4069.13,1666.2,120.24,2024-05-10
315,Hydro,Netherlands,76.42,100.79,858.17,104.07,2024-01-28
102,Wind,France,471.72,1585.03,637.76,191.2,2024-01-17
259,Solar,Netherlands,105.74,4168.9,1033.23,56.43,2023-05-13
326,Gas,Spain,15.35,4367.0,290.22,27.1,2024-01-26
368,Solar,France,434.91,3483.65,371.99,124.64,2024-05-06
219,Solar,Germany,144.74,1736.84,116.84,71.66,2024-03-13
480,Coal,Italy,152.69,4120.51,1716.75,78.93,2023-06-04
188,Gas,France,117.33,466.04,1086.93,189.97,2024-03-07
428,Coal,Germany,459.25,1363.7,1972.62,183.85,2023-02-11
167,Wind,Netherlands,388.34,507.85,1654.85,33.08,2023-12-29
497,Wind,Germany,300.41,596.08,1106.48,197.39,2023-12-04
456,Gas,Spain,229.36,2985.57,1058.89,70.07,2024-09-01
197,Hydro,Germany,76.05,406.87,1005.51,35.06,2024-02-05
366,Wind,France,463.36,3415.17,112.72,57.93,2024-04-08
204,Solar,Italy,376.08,1776.73,107.75,172.6,2023-04-29
422,Gas,France,143.05,325.73,979.0,178.48,2023-06-06
222,Gas,France,474.01,1463.75,1799.24,81.44,2023-09-05
128,Wind,Italy,467.92,2026.53,1299.38,133.31,2023-05-21
236,Wind,Spain,331.46,1864.46,1062.88,58.61,2024-02-23
294,Coal,France,492.58,2575.14,1230.42,50.87,2023-02-07
325,Coal,Italy,97.69,2538.79,626.79,193.07,2024-05-10
431,Solar,Italy,367.04,1830.11,698.95,173.43,2023-03-31
269,Gas,France,80.33,4501.14,1480.53,183.66,2023-08-01
108,Hydro,Italy,347.39,1139.08,417.45,178.79,2024-01-22
139,Hydro,Netherlands,460.33,1734.42,342.18,177.35,2024-02-13
124,Gas,France,270.37,2790.64,1037.83,105.13,2023-01-09
360,Solar,Spain,382.72,1264.08,1482.42,159.24,2023-08-28
494,Coal,Netherlands,75.85,793.63,613.13,118.28,2023-12-23
325,Coal,Spain,318.43,81.3,830.25,30.04,2024-09-29
223,Coal,France,36.28,4729.23,1099.11,44.36,2023-06-03
137,Hydro,Germany,23.26,3931.83,1776.46,85.59,2024-08-30
427,Hydro,Italy,318.86,4449.82,1251.7,78.17,2024-12-18
350,Solar,Netherlands,288.54,249.12,1708.54,125.02,2023-11-10
488,Hydro,France,167.98,413.3,773.2,82.89,2023-10-05
275,Wind,Italy,258.9,2782.32,1175.38,101.4,2024-03-06
189,Hydro,Germany,343.75,164.6,1301.42,95.51,2023-02-11
136,Coal,Spain,324.14,1393.43,1828.59,91.15,2023-06-20
415,Solar,France,41.45,4864.5,1613.76,108.93,2024-12-21
275,Gas,France,340.67,1819.41,292.46,171.82,2023-01-09
383,Gas,Germany,331.47,4898.02,1344.67,117.74,2024-01-27
180,Solar,Spain,336.46,636.67,104.24,167.5,2023-05-04
213,Wind,France,424.44,1956.32,1987.0,54.58,2024-02-09
139,Gas,Italy,290.47,78.76,818.0,118.32,2024-01-21
400,Coal,Germany,469.26,2978.01,1336.55,148.09,2024-04-22
323,Gas,France,490.1,1741.68,375.37,87.73,2024-10-17
417,Gas,Spain,377.16,2544.7,1563.68,165.76,2024-08-20
448,Coal,Netherlands,182.55,3983.86,1390.28,132.61,2023-12-20
214,Hydro,France,75.83,2778.37,700.34,21.1,2023-04-04
285,Wind,Spain,410.97,3343.1,719.95,167.56,2024-11-14
422,Coal,Germany,77.58,2387.36,1362.3,50.63,2023-06-29
155,Coal,Spain,77.35,3752.12,736.41,173.86,2023-11-14
139,Solar,Spain,459.93,3032.41,1899.43,152.89,2023-03-19
453,Wind,Germany,282.14,4335.93,649.48,147.68,2023-11-29
139,Hydro,Netherlands,150.2,3791.66,533.9,145.33,2023-04-28
446,Coal,Italy,481.68,1198.61,1521.71,64.3,2023-01-08
336,Hydro,Netherlands,355.13,2646.18,208.56,198.01,2024-08-18
388,Coal,Italy,269.75,4381.01,1125.73,125.41,2023-12-14
361,Coal,Italy,168.09,4301.55,1246.89,123.6,2024-04-02
315,Solar,Italy,339.93,2411.82,615.97,164.75,2023-01-21
246,Gas,France,366.79,1603.21,1902.04,41.17,2023-12-02
435,Wind,Netherlands,357.49,1092.62,832.12,174.89,2023-06-04
267,Solar,Spain,101.69,1012.03,560.17,129.11,2024-05-09
191,Hydro,France,350.14,762.01,1368.74,34.29,2024-04-14
452,Coal,Germany,292.82,4998.16,1442.45,115.43,2023-10-07
158,Coal,Germany,425.79,3329.84,853.85,179.68,2023-01-28
158,Wind,Italy,314.26,1607.15,362.68,184.54,2023-04-07
403,Solar,France,77.41,1501.64,1263.63,134.25,2024-09-24
268,Solar,France,162.67,1562.04,497.45,114.43,2024-09-08
368,Hydro,Germany,373.19,4368.73,445.1,110.86,2024-01-12
462,Solar,Spain,371.28,2590.3,1155.79,49.8,2023-11-23
144,Solar,Netherlands,115.24,1393.88,1972.03,52.7,2024-07-30
444,Gas,Netherlands,180.52,4002.14,1385.34,146.78,2023-06-20
280,Wind,Italy,12.58,3763.63,1620.45,145.8,2023-07-20
269,Solar,Italy,169.19,2364.63,1426.13,20.3,2024-01-25
455,Hydro,Italy,18.04,3459.33,744.98,82.9,2023-09-03
290,Coal,Germany,437.07,3703.82,1813.65,150.31,2023-05-14
254,Solar,Germany,334.99,295.17,1617.31,45.06,2024-10-21
287,Solar,Netherlands,484.73,4383.86,1381.91,154.4,2023-07-12
106,Coal,Italy,446.5,1470.58,1082.69,86.06,2023-10-28
232,Gas,France,303.72,4906.46,723.51,189.18,2024-10-21
334,Wind,Spain,253.95,4545.63,899.18,187.57,2024-07-30
144,Gas,Germany,442.44,145.52,621.0,55.07,2024-10-14
413,Hydro,Italy,152.72,3123.61,1840.27,166.41,2024-07-01
348,Solar,Italy,115.64,4827.32,657.31,80.99,2023-03-02
130,Gas,Germany,207.96,2846.61,1875.14,86.65,2023-05-15
122,Wind,Netherlands,31.33,3097.38,886.25,174.02,2023-12-18
493,Hydro,Netherlands,154.48,4658.35,1674.92,112.73,2023-03-09
259,Gas,Netherlands,46.42,2885.17,502.91,149.31,2024-01-24
462,Solar,Netherlands,31.07,1259.75,1930.32,77.54,2024-11-25
257,Wind,France,277.91,2328.43,1794.22,160.42,2024-02-07
138,Solar,Italy,355.54,1782.47,1398.64,151.52,2024-01-08
181,Solar,Netherlands,270.65,877.25,1838.63,192.18,2024-05-29
455,Hydro,Netherlands,39.94,1109.88,1242.83,53.96,2023-01-25
357,Wind,Spain,200.51,352.41,28.77,63.47,2024-01-27
305,Coal,Spain,59.92,885.33,502.76,198.97,2023-05-06
176,Solar,Italy,326.78,1333.46,178.78,134.46,2024-12-29
111,Wind,Germany,414.07,3803.63,131.36,44.29,2024-05-04
394,Solar,Netherlands,62.77,1861.63,941.26,152.47,2024-04-01
323,Gas,France,38.09,3470.28,1954.02,50.23,2023-10-19
112,Gas,Spain,205.95,4980.98,787.76,111.15,2024-06-06
145,Wind,Netherlands,155.22,2929.58,1934.89,191.26,2023-10-17
254,Hydro,Germany,134.04,3089.98,1781.88,112.57,2023-12-17
212,Coal,France,109.64,2783.43,351.71,128.11,2023-04-29
332,Gas,Spain,161.88,2007.76,1767.01,97.08,2024-05-08
116,Hydro,Germany,482.86,969.45,514.98,165.81,2024-05-13
459,Coal,Germany,429.55,4888.67,105.01,54.59,2024-10-21
322,Gas,France,302.67,2415.94,240.13,112.85,2023-09-21
453,Coal,France,401.23,4682.62,1032.89,83.3,2024-08-10
287,Solar,Spain,12.29,1336.14,1247.51,173.56,2024-11-29
443,Wind,France,60.17,587.3,50.01,102.17,2024-01-01
464,Gas,Netherlands,149.77,3202.53,1407.09,61.02,2024-01-28
262,Gas,France,323.73,4264.12,147.65,180.73,2023-10-23
425,Solar,Germany,442.29,3327.96,1300.37,117.75,2024-06-11
173,Gas,France,119.41,3727.02,119.47,170.95,2023-08-03
332,Gas,Spain,73.91,3061.71,598.5,88.93,2023-09-12
323,Gas,Netherlands,424.72,3744.53,1767.97,192.49,2024-11-06
418,Gas,France,207.52,1755.17,1920.25,143.52,2023-08-30
159,Gas,Netherlands,351.26,1977.85,104.69,191.92,2024-03-02
434,Hydro,France,276.27,3912.27,1646.46,69.07,2023-03-20
321,Gas,Netherlands,92.08,4017.27,1201.44,128.05,2023-02-15
136,Solar,France,351.78,458.76,1868.9,51.83,2024-06-01
377,Gas,France,213.29,133.86,775.84,29.22,2023-03-19
295,Coal,Italy,147.44,3349.31,1371.0,46.48,2023-06-08
451,Coal,Germany,451.84,467.95,169.16,152.72,2024-05-22
341,Solar,Spain,7.96,898.45,605.75,175.7,2024-08-12
423,Hydro,Spain,205.41,1026.2,928.97,31.24,2024-02-12
318,Solar,Italy,153.75,2571.22,865.04,85.07,2024-04-30
291,Hydro,France,31.97,1045.51,1551.11,114.29,2024-06-01
116,Wind,Germany,44.81,945.36,194.77,102.13,2023-05-21
111,Coal,Netherlands,90.28,102.69,118.82,31.24,2023-05-12
493,Coal,Italy,254.97,3844.4,168.05,70.01,2024-02-23
473,Coal,Spain,144.91,722.61,5.82,102.35,2024-05-13
292,Hydro,Spain,419.74,2865.36,589.18,24.97,2023-10-19
121,Solar,Spain,123.79,1533.52,1835.45,121.16,2024-07-13
219,Hydro,France,361.51,955.79,1391.96,152.63,2024-02-21
309,Coal,Netherlands,109.14,1766.93,672.37,56.75,2024-01-21
405,Coal,Netherlands,26.06,1324.45,411.11,106.47,2024-12-29
369,Coal,Netherlands,135.99,2194.55,1454.98,97.69,2023-03-25
291,Coal,France,419.6,3466.31,1391.52,79.4,2023-10-27
274,Wind,Spain,45.71,302.08,1200.81,147.83,2024-06-14
384,Coal,Spain,175.53,957.13,1746.59,157.46,2023-03-16
303,Hydro,France,8.97,447.35,1225.34,66.62,2024-01-22
263,Coal,Germany,316.97,4840.67,725.35,198.18,2024-12-18
350,Gas,France,471.67,2890.88,1471.37,105.97,2024-11-08
326,Wind,France,195.26,4110.69,474.38,193.23,2024-08-07
480,Coal,Spain,290.57,1370.03,1230.79,35.75,2024-12-20
106,Gas,Netherlands,228.88,4482.23,75.24,170.59,2023-12-16
128,Hydro,Spain,486.8,3163.47,854.18,124.61,2024-12-10
494,Wind,Germany,369.32,2059.58,163.25,192.01,2024-11-05
132,Coal,Italy,26.89,3022.79,1927.33,136.7,2024-01-27
233,Hydro,Italy,58.82,680.97,299.84,143.46,2024-12-04
466,Gas,France,237.89,1600.08,607.38,135.65,2023-04-06
178,Wind,Italy,317.71,2719.2,526.97,49.95,2023-06-25
157,Coal,Netherlands,148.75,3220.21,628.89,129.77,2024-03-02
125,Hydro,Spain,338.95,1122.96,887.19,92.79,2023-11-22
325,Wind,Germany,290.38,4959.74,529.84,150.1,2023-10-05
384,Gas,Germany,220.37,4173.74,753.25,81.47,2024-04-17
103,Coal,Germany,293.24,2920.87,533.46,155.18,2023-03-10
198,Wind,Spain,458.65,4867.93,1952.92,192.74,2023-12-02
496,Gas,Netherlands,125.39,2587.39,576.41,41.31,2024-06-25
138,Gas,Germany,396.65,4738.44,605.9,116.32,2023-11-02
370,Hydro,Italy,10.92,3771.2,740.73,136.99,2024-08-31
474,Gas,Netherlands,46.98,1125.86,1258.84,93.82,2024-08-15
384,Gas,Netherlands,475.09,2057.36,1940.24,165.55,2024-04-11
256,Solar,Netherlands,350.38,1350.96,1176.41,178.71,2024-10-02
174,Gas,Germany,318.49,3622.77,1968.8,116.62,2023-06-10
471,Coal,Netherlands,170.36,3844.81,692.33,100.95,2024-01-05
387,Wind,Germany,96.25,3436.75,1840.73,152.07,2024-06-25
229,Coal,Italy,193.06,2750.66,778.18,41.51,2023-06-25
274,Coal,Italy,301.2,2040.25,1257.39,128.52,2023-02-28
183,Hydro,Italy,319.02,4922.15,103.59,64.62,2024-01-10
121,Solar,Italy,88.93,188.67,8.26,191.84,2024-10-06
126,Solar,Netherlands,225.52,663.1,450.61,125.63,2023-10-07
294,Coal,Netherlands,285.55,3013.76,77.34,179.57,2023-07-07
436,Wind,Germany,480.18,3791.32,847.46,72.14,2024-02-22
481,Solar,Italy,276.96,4790.14,893.2,112.79,2024-07-24
335,Solar,France,292.4,2477.82,1909.77,59.64,2024-08-24
191,Coal,Italy,383.77,1366.12,346.55,160.48,2024-06-09
120,Solar,Spain,212.36,4323.46,905.41,105.59,2023-09-29
402,Hydro,France,195.01,2230.88,615.68,45.66,2023-12-16
456,Coal,Spain,297.5,688.88,119.72,51.43,2023-04-14
183,Solar,France,392.74,2634.29,213.56,159.95,2023-02-26
361,Solar,Germany,320.6,2651.33,1754.75,35.97,2024-03-20
246,Solar,Netherlands,97.13,1184.64,794.92,106.2,2023-01-28
486,Coal,Germany,201.86,752.81,1531.24,67.04,2024-07-09
356,Wind,France,258.74,755.35,897.44,186.4,2024-12-01
157,Gas,Italy,264.25,4125.56,1826.0,62.07,2024-01-17
479,Solar,Germany,173.1,2530.14,1404.34,50.25,2023-01-07
114,Gas,France,263.6,3694.95,682.12,101.16,2024-07-10
261,Gas,Italy,338.12,4814.26,1725.49,141.06,2024-09-30
262,Solar,Netherlands,236.65,3970.38,173.95,144.17,2024-01-12
419,Solar,France,228.42,827.02,152.09,136.26,2023-01-27
380,Gas,Spain,401.78,2128.47,1109.69,77.59,2024-03-20
379,Wind,Spain,379.63,2505.52,1462.62,24.7,2024-06-06
111,Gas,Spain,214.09,3521.26,1201.92,138.39,2024-04-24
373,Wind,Italy,498.03,4826.26,1325.33,182.12,2023-10-04
370,Hydro,Italy,37.9,1461.01,521.24,77.18,2023-07-29
307,Wind,Germany,166.37,4313.0,1755.86,47.3,2023-10-23
126,Coal,Italy,23.23,407.18,1943.49,74.21,2023-06-21
171,Solar,France,420.54,4366.26,776.69,119.97,2024-11-26
159,Hydro,Spain,379.04,3488.31,817.82,158.21,2024-09-28
244,Gas,Netherlands,343.42,191.27,907.54,142.51,2024-03-02
192,Wind,Spain,111.16,3073.25,400.21,121.66,2024-06-24
408,Hydro,France,355.32,4660.17,282.13,177.94,2023-09-27
107,Coal,Netherlands,180.88,2191.17,1553.84,158.31,2024-04-17
178,Wind,Germany,434.94,630.52,1212.66,56.02,2023-05-27
126,Gas,Italy,103.75,4943.65,300.62,152.19,2023-07-28
273,Gas,France,112.83,2112.73,991.99,66.89,2023-12-29
149,Wind,Italy,480.49,2662.78,1992.11,197.56,2023-10-09
298,Coal,Germany,260.92,4838.17,1053.18,70.87,2024-04-20
486,Solar,Netherlands,225.96,2944.77,1824.48,32.62,2023-08-31
448,Solar,France,179.12,3397.06,1671.03,134.33,2023-12-16
280,Gas,Netherlands,416.45,3564.25,221.09,132.63,2024-04-07
123,Coal,France,179.59,3779.76,809.19,156.76,2023-10-28
415,Gas,Germany,181.3,4010.81,1119.44,165.49,2023-01-17
477,Solar,Germany,66.05,420.14,1298.6,195.21,2024-04-20
486,Gas,Germany,262.76,4674.97,582.88,157.4,2024-08-17
145,Wind,Italy,462.26,2749.5,15.39,173.67,2024-11-02
114,Wind,Spain,478.98,2692.6,619.28,188.6,2024-01-28
252,Coal,Netherlands,497.78,4185.84,1133.03,66.38,2023-01-12
321,Solar,France,239.17,1568.47,701.16,53.49,2023-02-07
305,Coal,Netherlands,388.6,3296.81,761.49,118.95,2024-10-06
372,Coal,Spain,278.5,1619.21,1673.37,85.24,2023-11-20
481,Solar,Italy,276.24,3816.25,833.85,27.35,2023-08-27
335,Hydro,Italy,404.09,2193.1,1936.65,166.95,2023-04-06
439,Hydro,Spain,418.5,973.81,328.06,60.39,2023-08-06
327,Gas,France,14.8,4548.97,180.14,101.14,2024-03-26
108,Hydro,Spain,471.68,3778.87,425.82,159.1,2024-02-12
265,Wind,Italy,412.38,120.23,175.98,124.72,2023-03-11
418,Coal,Italy,361.95,369.25,498.83,196.32,2023-01-30
313,Gas,Netherlands,426.76,1926.32,1087.55,170.72,2023-06-06
216,Coal,France,270.95,3911.52,517.63,170.46,2024-07-16
485,Solar,France,387.77,1415.97,1636.2,163.46,2024-09-14
443,Hydro,Italy,301.33,4954.28,717.51,154.78,2023-09-25
171,Solar,Spain,273.75,4599.45,807.65,124.85,2023-01-13
494,Gas,Italy,109.75,4329.93,173.65,159.3,2023-09-19
163,Wind,Netherlands,424.47,95.26,541.09,129.13,2023-08-27
304,Hydro,Spain,442.52,4821.86,240.94,97.54,2023-12-15
308,Solar,Italy,485.74,2977.57,465.26,114.87,2024-06-16
171,Hydro,France,64.62,2976.98,1317.12,117.89,2023-06-11
376,Coal,Netherlands,149.33,538.32,763.46,197.31,2024-04-28
373,Wind,Italy,344.28,3066.68,38.25,107.42,2024-03-10
419,Hydro,Italy,428.34,2667.0,534.81,158.35,2024-01-13
437,Wind,Germany,376.9,2730.06,1742.95,127.06,2023-02-15
465,Coal,Spain,230.52,997.58,755.78,104.94,2024-09-28
194,Coal,Germany,364.36,2738.55,1125.69,179.14,2024-10-08
265,Solar,France,40.7,408.04,957.5,138.82,2024-11-18
131,Gas,Spain,332.96,155.86,1947.31,171.83,2024-11-26
110,Solar,Netherlands,8.97,1105.23,557.57,184.55,2024-09-23
400,Wind,Spain,28.54,4018.39,1414.14,145.85,2023-08-31
316,Solar,Italy,379.86,3037.52,1192.78,55.99,2023-06-23
388,Hydro,Italy,241.43,4476.82,1239.03,174.04,2024-09-05
201,Solar,Italy,34.48,1975.49,1612.91,37.09,2023-07-06
491,Gas,Spain,243.52,1781.73,333.68,41.97,2023-06-11
366,Gas,Italy,36.06,3515.24,1688.21,97.8,2023-07-02
313,Wind,Italy,176.29,2065.04,206.69,29.21,2023-11-10
278,Coal,Germany,82.9,1937.05,1329.39,28.71,2024-09-15
187,Gas,Italy,113.59,2356.94,414.35,198.58,2024-11-06
140,Wind,Germany,101.82,617.91,1284.27,146.67,2024-06-06
175,Gas,France,189.03,1053.99,230.75,160.19,2023-10-22
476,Gas,Spain,58.41,3036.44,1419.17,175.99,2024-09-10
145,Coal,Germany,266.23,3061.85,643.78,26.98,2024-03-27
259,Hydro,Spain,206.52,2971.69,1330.29,96.67,2023-02-05
179,Wind,Spain,420.73,1039.02,1094.84,173.54,2024-09-30
409,Gas,Netherlands,413.83,2206.11,449.33,155.81,2024-02-24
185,Gas,Germany,413.02,4608.98,1063.33,42.04,2024-02-15
191,Solar,Italy,237.47,4311.71,318.05,188.93,2023-10-21
247,Hydro,Netherlands,148.94,2809.55,1984.61,170.24,2023-06-02
260,Coal,Germany,210.62,4509.15,1192.7,91.9,2023-04-08
301,Wind,Germany,345.25,3391.3,1021.31,188.33,2023-09-29
341,Gas,France,267.24,2090.69,1837.1,165.43,2023-03-31
452,Wind,Italy,314.03,3893.28,600.46,45.58,2024-02-24
101,Coal,France,348.39,1545.0,456.4,88.05,2024-12-07
324,Hydro,Spain,459.59,4280.54,1273.05,89.58,2024-04-27
388,Solar,Italy,472.27,1681.03,1815.05,188.51,2024-07-01
332,Hydro,France,421.03,3983.06,1299.72,103.88,2024-04-21
176,Solar,France,37.21,1442.46,43.6,111.66,2023-01-22
215,Wind,Italy,489.77,4588.73,1725.22,49.31,2024-04-23
253,Hydro,Germany,353.3,965.0,594.75,67.77,2023-01-18
202,Hydro,Spain,348.23,3609.02,1738.26,70.47,2024-07-26
293,Hydro,Netherlands,16.44,2072.96,1963.09,171.37,2023-02-22
265,Coal,Netherlands,242.3,141.38,1302.65,91.99,2023-12-02
458,Wind,Netherlands,315.12,1692.65,561.33,86.37,2024-10-30
189,Solar,Spain,142.86,1053.08,451.69,120.48,2024-07-12
273,Hydro,Italy,46.2,2798.43,1409.02,66.12,2024-10-07
221,Wind,Italy,268.56,1336.37,107.53,27.92,2024-12-26
242,Coal,Italy,225.92,409.46,1300.34,118.45,2024-02-29
